;id;track_name;size_bytes;currency;price;rating_count_tot;rating_count_ver;user_rating;user_rating_ver;ver;cont_rating;prime_genre;sup_devices.num;ipadSc_urls.num;lang.num;vpp_lic;KPI;Moyenne rating;Moyenne dl;Moyenne prix;;
2437;673673795;RoomScan Pro - The app that draws floor plans by itself;12126208;USD;4,99;1476;666;4,5;4.5;5.0.2;4+;Utilities;38;3;9;1;0,003139627;;;;866,4197867;1,591228507
2438;674069291;Top Hat Lecture;88988672;USD;0;668;0;3;0;5.19.0;4+;Education;37;5;1;1;0,001416511;;;;146,3147293;0,268715202
2439;674385418;Automo Camera;16912384;USD;0,99;5;1;4,5;3;2.54;4+;Photo & Video;40;5;2;1;4,58332E-05;;;;30,12299704;0,055322573
2440;674474596;ゲッターズ飯田の占い;34455552;USD;0;0;0;0;0;2.2.1;12+;Entertainment;38;0;2;1;1,04309E-05;;;;1;0,001836556
2442;674590967;東京時層地図 for iPad;1995877376;USD;20,99;0;0;0;0;1.1.0;4+;Navigation;24;5;2;1;0,000141797;;;;5,47298019;0,010051435
2443;674657235;MARVEL Spider-Man Unlimited;906462208;USD;0;64586;330;4,5;4.5;3.1.0;12+;Games;38;5;15;1;0,134766728;;;;2140,552668;3,931244968
2444;675054186;OfficeSuite Pro (Mobile Office);172608512;USD;14,99;896;10;4;4.5;5.3.1;4+;Business;37;5;10;1;0,001990146;;;;1028,549937;1,888989617
2445;675628523;Skinseed - Skin Creator for Minecraft Skins;46197760;USD;0;5222;199;4;4.5;5.12;4+;Entertainment;37;5;1;1;0,010921112;;;;540,3467185;0,992377039
2446;676201334;Kiosk Photo Transfer by Fujifilm;33662976;USD;0;58;0;3;0;2.5;4+;Photo & Video;37;0;4;1;0,000143946;;;;43,45112196;0,079800421
2447;678448523;Skip-Bo™ Pro - The Classic Family Card Game;93094912;USD;1,99;10239;93;4,5;4;3.0.2;4+;Games;38;5;9;1;0,021401979;;;;1556,762974;2,859082469
2448;678861146;Dr. Panda's Airport;95670272;USD;2,99;352;223;4,5;4.5;1.8;4+;Education;40;5;21;1;0,000782252;;;;338,7472726;0,622128355
2449;679454835;VHS Camcorder;16485376;USD;2,99;613;38;4;4;1.2.4;4+;Photo & Video;37;4;1;1;0,001324657;;;;396,5808905;0,728343036
2450;679753195;KICK: Official Football Card Trader;227790848;USD;0;2641;22;3,5;4;6.5.14;12+;Sports;37;5;1;1;0,005534615;;;;336,8852906;0,618708721
2451;680022952;Candy Blast Mania;240198656;USD;0;81648;9;4,5;5;1.9.6;4+;Games;38;5;8;1;0,170361;;;;2406,737899;4,420109066
2452;680170305;7 Minute Workout Challenge;102137856;USD;2,99;4137;2391;4,5;4.5;1.5;4+;Health & Fitness;40;0;17;1;0,008678414;;;;1159,801584;2,130040624
2454;680258201;Photo Quilt - Auto Collage Maker;15210496;USD;0;599;236;4,5;4.5;1.5.1;4+;Photo & Video;37;0;1;1;0,001278824;;;;206,3141367;0,378907477
2455;680268481;本気で英会話！ペラペラ英語　英単語・リスニング・TOEICの学習にも！;112906240;USD;0,99;6;0;4;0;11.0;4+;Education;40;0;4;1;4,58332E-05;;;;28,88222969;0,053043834
2456;680366065;DEVICE 6;851309568;USD;3,99;2036;243;4,5;4.5;1.2;12+;Games;38;5;1;1;0,004301625;;;;920,2465045;1,690084292
2457;680436745;Colossatron: Massive World Threat;79237120;USD;0,99;2817;475;4,5;4.5;1.0.8;12+;Games;38;5;13;1;0,00591215;;;;652,8193944;1,198939413
2458;680581294;Rabbids Big Bang;199843840;USD;0,99;598;115;4,5;4.5;2.1.5;9+;Games;39;5;10;1;0,001282933;;;;300,9788407;0,552764513
2459;680733772;Gods Of Rome;958016512;USD;0;5526;816;4,5;4.5;1.4.1;12+;Games;37;5;14;1;0,011557394;;;;626,1784167;1,150011764
2460;680819774;Google Home;143726592;USD;0;9303;101;3,5;2.5;1.23.905;12+;Entertainment;37;5;55;1;0,019432695;;;;632,1941795;1,16106005
2461;681370499;Batman: Arkham Origins;910774272;USD;0;27738;14077;4,5;4.5;1.2.1;9+;Games;39;5;1;1;0,057895453;;;;1402,809706;2,576338663
2462;681814050;Cut the Rope 2;141105152;USD;1,99;12376;162;4,5;4.5;1.6.9;4+;Games;40;5;10;1;0,025860129;;;;1711,513034;3,14328963
2463;681942253;Talisman;73767936;USD;1,99;511;9;4;4;10.5;4+;Games;40;5;6;1;0,001105609;;;;309,0058059;0,567506484
2464;681966300;SUBURBIA City Building Board Game;56918016;USD;4,99;217;7;4;2.5;1.2.5;4+;Games;38;5;2;1;0,00051105;;;;295,4782407;0,542662353
2465;682046579;The Human Body by Tinybop;669071360;USD;3,99;1922;51;4;4;3.0.1;4+;Education;38;5;58;1;0,004061715;;;;793,7019506;1,457678125
2470;683942610;My PlayHome Stores;193986560;USD;2,99;1582;61;4,5;4.5;3.1.1;4+;Entertainment;43;4;18;1;0,003348244;;;;717,3463815;1,317446842
2473;685214412;筆姫 - オシャレなグリーティングカード SNS投稿 自宅印刷もOK;101036032;USD;0;0;0;0;0;7.3.0;4+;Lifestyle;37;5;2;1;1,04309E-05;;;;1;0,001836556
2474;685310398;Voice Recorder (FREE);42368000;USD;0;4640;1192;4,5;4.5;2.1;9+;Utilities;38;4;1;1;0,009709046;;;;573,7981532;1,053812474
2475;685675706;Fairway Solitaire Blast;124966912;USD;0;110062;613;4,5;4.5;2.7.13;4+;Games;38;5;9;1;0,229637499;;;;2794,306461;5,131900457
2476;685857245;Runtastic Six Pack Abs Workout & Core Trainer;132628480;USD;0;4283;106;4,5;4.5;2.6.2;4+;Health & Fitness;37;5;14;1;0,008964282;;;;551,2874335;1,012470275
2478;686365571;Cops N Robbers (FPS) - Block Survival Multiplayer;467697664;USD;0;27122;0;4,5;0;5.3.0;12+;Games;38;5;1;1;0,056610371;;;;1387,14616;2,547571681
2479;686420990;Spider Solitaire ∙;62374912;USD;0;145;57;4,5;4.5;2.2;4+;Games;37;4;14;1;0,000331701;;;;101,7723469;0,18691062
2480;686449807;Telegram Messenger;71896064;USD;0;7573;142;4;4.5;4.0;4+;Social Networking;40;3;8;1;0,015825703;;;;650,6915333;1,195031477
2481;686542963;Sonic & All-Stars Racing Transformed;1117057024;USD;0;9109;8553;4;4;2.0;4+;Games;38;5;7;1;0,019030063;;;;713,6276914;1,310617259
2482;686910560;UC浏览器HD;59791360;USD;0;78;2;4;5;3.0.1.776;17+;Utilities;24;5;1;1;0,000189842;;;;66,45475345;0,12204788
2484;687421118;buddhify - modern mindfulness for busy lives;285338624;USD;4,99;501;12;4,5;4;2.6.9;4+;Health & Fitness;37;4;1;1;0,001105609;;;;505,1146594;0,927671387
2485;687792357;Squaready for Video - Convert Rectangle Movie Clip into Square Shape for Instagram;38898688;USD;0;778;44;3;2.5;1.5.0;4+;Photo & Video;37;0;2;1;0,00164599;;;;157,8860348;0,289966554
2486;687877464;Stop - Fun Categories Word Game;104550400;USD;0;8516;28;4,5;4;3.2.11;12+;Games;38;5;6;1;0,017795049;;;;777,3143504;1,427581378
2487;687888390;République;3646993408;USD;1,99;7078;102;4,5;3.5;5.03;12+;Games;37;1;1;1;0,014807588;;;;1294,370098;2,377183244
2488;688285246;Doom and Destiny;164665344;USD;2,99;725;461;4,5;4.5;1.8.3;12+;Games;38;5;1;1;0,001560394;;;;485,7991659;0,892197401
2489;688319243;PicLab Studio - Creative Editing & Graphic Design;53941248;USD;2,99;20200;94;4,5;4;2.10;4+;Photo & Video;37;5;1;1;0,042188599;;;;2562,564992;4,706294257
2490;688831692;Facetune for iPad;72655872;USD;5,99;1718;22;4,5;4;2.6.3;4+;Photo & Video;24;5;12;1;0,003650739;;;;1017,545286;1,868778959
2491;688983474;IQ Test - Pro Edition;66921472;USD;2,99;529;8;4,5;4.5;5.7;4+;Games;37;4;1;1;0,001151505;;;;415,074821;0,762308177
2492;689165391;Hopster: Kids TV, Nursery Rhymes, Music, Fun Games;265646080;USD;0;58;0;3,5;0;3.12.4;4+;Education;37;5;2;1;0,000146032;;;;50,34329628;0,092458286
2493;689180123;腾讯欢乐麻将全集;259412992;USD;0;205;4;3,5;2;6.8.92;12+;Games;43;4;1;1;0,000452699;;;;94,06959027;0,172764076
2494;689859603;SlideStory - Create a slideshow movie and a snap video;54693888;USD;0;220;60;4,5;4.5;1.5.7;4+;Photo & Video;40;0;9;1;0,000488164;;;;125,2130224;0,229960735
2495;689936776;Toca Cars;97187840;USD;2,99;1238;29;4;4;1.0.5;4+;Education;40;5;18;1;0,002628514;;;;563,3564243;1,034635653
2496;690016261;Mimpi;262037504;USD;0;816;157;4,5;4.5;1.0.4;4+;Games;40;5;1;1;0,001731523;;;;240,7489436;0,442148931
2497;690106176;Daniel Tiger’s Day & Night;536041472;USD;0;314;34;3,5;4;1.0.3;4+;Education;40;5;1;1;0,000680092;;;;116,3244262;0,21363633
2498;690215614;Disneynature Explore;440152064;USD;0;202;202;4;4;1.0.0;4+;Entertainment;38;5;2;1;0,000448527;;;;106,527203;0,19564318
2499;690602681;JD Sports;88594432;USD;0;18;0;4;0;5.3.1;4+;Shopping;37;5;8;1;6,46713E-05;;;;32,59037111;0,059854043
2500;690802539;ABC Ninja - The Alphabet Slicing Game for Kids;18952192;USD;0,99;172;6;4;4.5;3.0;4+;Education;37;5;1;1;0,000392138;;;;143,5835706;0,263699276
2501;690852527;Cascade: Fun Spin and Match Puzzle Game;98864128;USD;0;60488;538;4,5;5;1.8.6;4+;Games;38;5;7;1;0,126217595;;;;2071,531608;3,804483922
2502;691025552;Font Candy+ Typography - Editor Add Text To Photos;101650432;USD;2,99;9021;37;4,5;4.5;5.0;4+;Photo & Video;37;5;9;1;0,018867279;;;;1712,536616;3,145169494
2503;691102150;Octagon - A Minimal Arcade Game with Maximum Challenge;30543872;USD;1,99;1072;514;4,5;4;3.1;4+;Games;40;5;1;1;0,002278038;;;;503,9325097;0,925500303
2504;691121579;AdBlock;19179520;USD;1,99;1477;57;4;3.5;2.8.2;4+;Utilities;37;5;11;1;0,003120851;;;;525,0115721;0,964213183
2505;691617940;Nowait Guest;86040576;USD;0;1625;113;3;3;3.1.14;4+;Food & Drink;37;0;1;1;0,003412978;;;;228,1052389;0,418928058
2506;691797987;Google Play Music;82697216;USD;0;10118;231;3,5;3.5;3.26.1007;12+;Music;37;5;32;1;0,021132925;;;;659,3020713;1,210845212
2508;692412579;Frozen Free Fall;272471040;USD;0;50593;3;4,5;5;5.2.1;4+;Games;37;5;9;1;0,10557492;;;;1894,536035;3,479421629
2509;692669501;Castle Clash: Brave Squads;312680448;USD;0;47963;164;4;4;1.8.0;9+;Games;40;5;11;1;0,100086201;;;;1637,458125;3,007283638
2510;692717444;Assassin's Creed Pirates;775233536;USD;0;23895;1660;4,5;4.5;2.9.1;12+;Games;38;5;13;1;0,049878293;;;;1302,014937;2,391223419
2512;693045097;Lost Echo;613933056;USD;2,99;684;87;4,5;4;1.9.12;12+;Games;40;5;11;1;0,001474861;;;;471,8823573;0,866638401
2514;693689912;IXL - Math and English;118697984;USD;0;3546;62;3;3;3.3.8;4+;Education;24;5;1;1;0,007420515;;;;336,903547;0,61874225
2516;694047660;Budget- Expense Tracker,Bill Reminder,Debt Manager;141714432;USD;0,99;173;0;4,5;0;2.13.1;4+;Finance;38;5;11;1;0,00039631;;;;162,2173035;0,297921171
2517;694133485;Capital One for iPad;92510208;USD;0;21858;389;4,5;4.5;2.8.0;4+;Finance;24;5;1;1;0,04562876;;;;1245,284283;2,287034393
2518;694133630;Piano - Play Keyboard Music Games with Magic Tiles;117793792;USD;0;1636;125;4,5;4.5;1.23;4+;Music;37;5;22;1;0,003442184;;;;340,7828272;0,625866765
2519;694164275;Quik – GoPro Video Editor to edit clips with music;211343360;USD;0;28654;21;4,5;4.5;4.0.1;4+;Photo & Video;37;5;15;1;0,059806387;;;;1425,783447;2,618531225
2521;694580816;myCANAL - la TV by CANAL en direct et replay;79643648;USD;0;118;0;4,5;0;2.2.1;12+;Entertainment;37;4;1;1;0,000275375;;;;91,88123892;0,168745046
2522;694647259;ProCamera.;96517120;USD;4,99;1525;13;4,5;4.5;10.3;4+;Photo & Video;37;0;10;1;0,003241849;;;;880,6744179;1,617407936
2523;694695717;ULTRA4 Offroad Racing;92291072;USD;1,99;205;142;3,5;3.5;1.02;4+;Games;40;5;1;1;0,000465154;;;;171,8178997;0,315553204
2525;694972182;Ace Fishing: Wild Catch;224596992;USD;0;65831;30;4,5;4.5;2.5.4;4+;Games;40;5;14;1;0,137364013;;;;2161,085187;3,96895409
2526;695108484;Icycle: On Thin Ice;82700288;USD;2,99;2347;91;4,5;4.5;2.0.3;4+;Games;38;5;6;1;0,004944166;;;;873,6500393;1,604507271
2527;695187101;3D Anatomy;84885504;USD;3,99;91;79;4,5;4.5;3.0;12+;Medical;43;5;1;1;0,00024402;;;;195,5701531;0,359175549
2529;695948278;War Commander: Rogue Assault;179770368;USD;0;3858;63;4,5;3.5;2.15.2;12+;Games;37;5;46;1;0,008077659;;;;523,2277282;0,960937053
2530;696450432;Electric RC Sim;71966720;USD;2,99;209;21;4,5;4;1.4;4+;Games;39;4;1;1;0,000483929;;;;261,2751477;0,479846455
2531;696565994;Shadow Fight 2;144713728;USD;0;99206;1876;4,5;4.5;1.9.29;12+;Games;40;5;1;1;0,206990012;;;;2652,922239;4,872240406
2532;697927927;Calendars 5 - Daily Planner and Task Manager;76848128;USD;6,99;11768;423;4,5;4.5;5.10.5;4+;Productivity;37;5;9;1;0,024623029;;;;2865,654789;5,262935659
2533;697996579;Flick Kick Football Legends;109421568;USD;0;11250;105;4,5;4.5;1.9.83;12+;Games;38;5;12;1;0,023498644;;;;893,4061222;1,640790425
2535;698054232;Chatous - Chat with new people;103056384;USD;0;1609;5;3;5;3.8.10;12+;Social Networking;37;0;11;1;0,003379599;;;;226,9801753;0,416861816
2536;698154775;Fitness and Bodybuilding by VGFIT;66485248;USD;0,99;364;37;4,5;4.5;5.3.1;4+;Health & Fitness;38;5;15;1;0,000794769;;;;234,9465035;0,431492424
2537;698255242;Geometry Dash Lite;69076992;USD;0;370370;2650;5;4.5;2.11;4+;Games;37;4;1;1;0,772686915;;;;5714,885717;10,49570798
2538;698925807;QR Code Reader by Scan;12734464;USD;0;1452;207;4,5;4;1.7;4+;Utilities;38;3;14;1;0,003058329;;;;321,0599761;0,589644644
2539;699687299;Feed Me Oil 2;71624704;USD;0,99;296;2;4;4;1.3.6;4+;Games;38;5;10;1;0,000650823;;;;188,1308086;0,345512776
2540;700227648;Race The Sun;151481344;USD;4,99;602;106;4,5;4.5;1.02;4+;Games;25;5;1;1;0,001316312;;;;553,600878;1,016719046
2541;700440156;Articulation Test Center Pro;174737408;USD;59,99;29;0;4,5;0;2.6;4+;Education;24;5;1;1;0,000465154;;;;442,4928296;0,812662886
2542;700513526;TunesFlow - Music Player with Equalizer;14417920;USD;3,99;63;0;4,5;0;2.0.16;4+;Music;37;4;3;1;0,000185607;;;;163,1167835;0,299573117
2543;700637744;Deemo;2219819008;USD;1,99;15855;270;5;5;3.0.5;4+;Games;38;5;1;1;0,033120008;;;;2159,75772;3,966516123
2544;700653178;Pocket Troops;515005440;USD;0;1005;49;4,5;4.5;1.21.0;12+;Games;38;5;7;1;0,00212581;;;;267,1482615;0,490632758
2546;700793523;Pandemic: The Board Game;72974336;USD;2,99;1259;415;4,5;4.5;1.2.5;4+;Games;38;5;17;1;0,00267441;;;;639,9907943;1,17537897
2547;700970012;Panda Pop;263766016;USD;0;41214;88;4,5;4.5;5.5.101;4+;Games;40;5;1;1;0,08600871;;;;1709,94056;3,140401692
2548;701112447;Mindfulness Daily;101669888;USD;1,99;1245;693;5;5;1.072;4+;Health & Fitness;38;5;1;1;0,002641032;;;;605,4346012;1,111914584
2549;701598884;Magic Tower Touch;15577088;USD;0,99;91;61;4,5;4.5;1.0.3;4+;Games;43;0;2;1;0,000225244;;;;117,9550306;0,216631026
2550;702810576;Slam Dunk Basketball 2 - Play & Do Good;247033856;USD;0;2963;6;4,5;4;1.3.4;12+;Games;40;5;1;1;0,006210535;;;;458,5560857;0,842163957
2551;702871560;100 PICS Coloring - free color in book game app;269298688;USD;0;1929;17;5;5;1.96;4+;Games;37;5;1;1;0,004055519;;;;412,5415704;0,75765572
2552;703177890;Ever - Capture Your Memories;134952960;USD;0;12755;122;4,5;5;1.56.0;4+;Productivity;37;5;16;1;0,026638334;;;;951,2849307;1,747088101
2556;705211891;Royal Revolt 2 – Defend Your Castle;146573312;USD;0;25152;153;4,5;5;3.2.0;9+;Games;38;5;17;1;0,052500611;;;;1335,820971;2,453310096
2558;706099830;My Boo - Virtual Pet with Mini Games for Kids;105143296;USD;0;55783;521;4,5;4.5;2.6.1;4+;Games;38;5;5;1;0,116402154;;;;1989,336211;3,653527467
2559;707189889;Starfall FREE;94261248;USD;0;1019;620;3,5;4;1.26.010;4+;Education;43;5;1;1;0,002150844;;;;209,3224109;0,384432342
2560;708142626;Jet Car Stunts 2;51465216;USD;0;1862;9;3,5;4.5;1.0.24;4+;Games;40;5;1;1;0,003909487;;;;282,8929143;0,519548695
2561;708196645;Oceanhorn ™;428865536;USD;7,99;4336;8;4,5;4.5;3.0.1;9+;Games;37;5;11;1;0,009124855;;;;1856,162111;3,408945768
2562;708379313;Bose SoundTouch;54193152;USD;0;3687;2763;4;4.5;14.80.6;12+;Music;37;4;1;1;0,007718837;;;;454,0544764;0,833896499
2563;708388097;Dreii;142579712;USD;3,99;148;20;4;4;2.0.0;4+;Games;38;5;1;1;0,000360845;;;;220,933178;0,405756166
2564;708600202;WordBrain;110595072;USD;0;391401;82;4,5;4.5;1.21.1;4+;Games;38;5;1;1;0,816559118;;;;5269,445075;9,67763127
2565;709003148;GANMA! - 漫画が制限ナシで読み放題のマンガアプリ;73193472;USD;0;31;1;4,5;5;2.5.2;12+;Book;37;5;1;1;9,38778E-05;;;;47,64620895;0,087504934
2567;710380093;QQ International;103233536;USD;0;274;0;2;0;4.8.4;4+;Social Networking;38;0;8;1;0,000590387;;;;65,47385546;0,120246406
2568;710535379;DraftKings - Daily Fantasy Golf, Baseball, & More;144820224;USD;0;20251;53;4,5;5;3.9.0;17+;Sports;37;4;18;1;0,042276281;;;;1198,636011;2,201362226
2569;711074743;FOX Sports GO;99644416;USD;0;13898;336;3;4;3.5.0;12+;Sports;37;4;1;0;0,02901657;;;;666,9092892;1,224816294
2570;711455226;Forge of Empires;138510336;USD;0;15617;11;4,5;4.5;1.102.1;9+;Games;38;5;20;1;0,032608959;;;;1052,606557;1,933170948
2571;711923939;Square Cash - Send Money for Free;90040320;USD;0;23775;132;4,5;4.5;2.16;4+;Finance;37;0;1;1;0,049627952;;;;1298,741619;2,385211786
2572;714086913;Cops N Robbers (Jail Break) - Survival Mini Game;269532160;USD;0;6013;125;4;3.5;1.5.1;9+;Games;40;5;1;1;0,012571274;;;;579,8213694;1,064874448
2573;714180827;Star Chart Infinite;140150784;USD;4,99;257;104;4,5;4.5;1.29;4+;Education;38;4;8;1;0,000596583;;;;362,1162107;0,66504672
2574;714463714;Foundations Memory Work Tutorials, Cycle 2;366681088;USD;15,99;88;18;3,5;3.5;1.40;4+;Education;37;5;1;1;0,000308691;;;;293,6412093;0,539288541
2576;714796093;Cooking Fever;106808320;USD;0;107797;5073;4,5;4.5;2.3.1;4+;Games;38;5;14;1;0,224912318;;;;2765,404808;5,07882095
2577;715441573;PICTLOGICA FINAL FANTASY;357237760;USD;0;154;0;3,5;0;1.8.3;9+;Games;36;5;1;1;0,000346305;;;;81,59837148;0,149859983
2578;715822238;Papa's Freezeria HD;58384384;USD;2,99;2535;287;4,5;4.5;1.1.3;4+;Games;24;5;1;1;0,005336366;;;;907,9523961;1,667505473
2579;716262008;SafeTrek - Personal Safety;30316544;USD;0;2227;160;4,5;4.5;2.2.4;4+;Lifestyle;11;0;1;1;0,004675112;;;;397,5675735;0,730155135
2580;716697016;Driving test 2017;77581312;USD;0;5;0;3,5;0;4.8;4+;Education;37;5;4;1;3,54649E-05;;;;16,05429605;0,029484615
2582;716932895;Force Saber of Light;60180480;USD;0;5424;571;4,5;4.5;2.5.3;4+;Entertainment;37;5;1;1;0,011344605;;;;620,3734929;1,139350696
2583;717545062;ZaZa Remote-Universal Remote Control;77565952;USD;0;83;2;3;5;3.3.0;4+;Utilities;37;5;21;1;0,0001961;;;;51,84592559;0,095217949
2584;717555969;Jam League;144881664;USD;0;4361;150;4,5;4;1.3.4;4+;Games;37;5;1;1;0,009127004;;;;556,283518;1,021645864
2585;717628209;一骑当千OL-万人国战（Legend Of Warrior）;389505024;USD;0;151;5;4,5;4;2.4.0;9+;Games;40;5;1;1;0,000344218;;;;103,8425049;0,190712581
2586;718043190;Fantastical 2 for iPhone - Calendar and Reminders;45045760;USD;4,99;5405;95;4,5;4.5;2.8.4;4+;Productivity;37;0;6;1;0,011336198;;;;1657,586247;3,044250063
2587;718082838;Toca Mini;533006336;USD;2,99;536;71;4;4;1.0.3;4+;Education;40;5;18;1;0,001164022;;;;370,8811329;0,681143991
2589;718153412;Swamp Attack;123780096;USD;0;16968;4969;4,5;4.5;2.1.5;17+;Games;40;5;12;1;0,035427377;;;;1097,189106;2,015049298
2590;718421443;QuizUp™;139014144;USD;0;72989;327;4,5;3.5;3.2.7;12+;Games;37;2;5;1;0,152296834;;;;2275,542985;4,179162251
2591;719219382;Epic! - Unlimited Books for Kids;166014976;USD;0;6676;122;4,5;4;3.01;4+;Education;37;5;7;1;0,013956492;;;;688,246561;1,26400339
2592;719320397;Dominos Pro;54100992;USD;1,99;1072;37;4,5;4;2.5;4+;Games;43;1;1;1;0,002278038;;;;503,9325097;0,925500303
2593;719401490;FINAL FANTASY VI;698171392;USD;14,99;2998;592;4,5;4.5;2.0.4;9+;Games;38;5;12;1;0,006377366;;;;2118,64528;3,891010821
2595;719829352;FireChat;15021056;USD;0;1037;42;3;3.5;8.0.12;12+;Social Networking;37;3;13;1;0,002186309;;;;182,252572;0,334717065
2596;719858778;minimo（ミニモ）/サロン予約;23707648;USD;0;0;0;0;0;6.2.5;17+;Catalogs;37;0;1;1;1,04309E-05;;;;1;0,001836556
2597;719972451;DoorDash - Food Delivery;100554752;USD;0;25947;3;4,5;3.5;3.0.18;4+;Food & Drink;37;0;1;1;0,054159118;;;;1356,767108;2,49177885
2598;720068876;Touchgrind Skate 2;168042496;USD;4,99;2816;15;4,5;4.5;1.5;4+;Games;37;5;9;1;0,005935098;;;;1196,551892;2,197534624
2600;720111744;ダイエット女子が痩せた魔法のアプリ-食事・運動・美容＠DIET;17347584;USD;0;0;0;0;0;1.14;4+;Health & Fitness;40;0;1;1;1,04309E-05;;;;1;0,001836556
2601;720208070;Block Fortress: War;451338240;USD;1,99;1889;804;4,5;4.5;1.2.4;12+;Games;43;5;1;1;0,00398244;;;;668,8110156;1,228308922
2602;720656825;Broken Sword 5 - the Serpent's Curse;1943845888;USD;6,99;199;26;4;4.5;1.14;12+;Games;38;5;1;1;0,000486016;;;;331,6104683;0,609021214
2603;720725216;Blocky Roads;51849216;USD;0,99;3282;3;4,5;4.5;1.2.3;4+;Games;37;5;26;1;0,00688222;;;;704,6249147;1,294083155
2604;720825227;Optical Inquisitor 17+;54808576;USD;0,99;12099;1922;5;5;1.5;17+;Games;43;5;16;1;0,025278087;;;;1508,172231;2,769842846
2605;721512660;comico/人気オリジナル漫画が毎日更新！/コミコ;73945088;USD;0;62;1;4,5;4;4.4.1;12+;Book;37;5;2;1;0,000158549;;;;66,85342113;0,122780056
2606;721623681;G1牧場ステークス;189901824;USD;4,99;0;0;0;0;2.02;4+;Games;38;5;1;1;4,16609E-05;;;;2,676607881;0,00491574
2607;721639879;Trial Xtreme 4;936401920;USD;0;3403;2;4;3;1.97;4+;Games;40;5;1;1;0,007126364;;;;436,2217153;0,801145633
2608;721911537;The Occupant;80564224;USD;0,99;155;151;4,5;4.5;1.1;9+;Games;39;4;1;1;0,000358759;;;;153,5977497;0,282090878
2609;722217471;Hidden City®: Mystery of Shadows;103477248;USD;0;37304;198;4,5;4.5;1.13.1301;9+;Games;37;5;11;1;0,077851777;;;;1626,81019;2,987728108
2610;723134859;Ebates: Cash Back, Coupons & Rebate Shopping App;108079104;USD;0;12617;99;5;4.5;4.15.0;4+;Shopping;37;5;5;1;0,026352528;;;;1054,834497;1,937262685
2611;723322796;FizzUp – Online Fitness Trainer;124125184;USD;0;5;0;5;0;1.21.2;4+;Health & Fitness;38;5;2;1;4,17234E-05;;;;23,00195175;0,042244374
2612;723795263;Trivia Crack (No Ads);247385088;USD;2,99;77370;2;4,5;4.5;2.40;4+;Games;37;5;26;1;0,161455068;;;;5015,07647;9,210469066
2613;724295527;Pitu;102120448;USD;0;968;4;5;5;4.9.2;4+;Photo & Video;38;0;5;1;0,002050707;;;;292,314899;0,536852698
2615;724786142;Funny Veggies! Educational games for children and babies: logic, counting, colors, sums. Development for preschoolers, activities for kids (2, 3, 4, 5 year: baby, boy and girl)!;109260800;USD;3,99;6;5;3,5;3.5;1.3;4+;Education;43;5;21;1;6,25226E-05;;;;41,97782786;0,077094634
2616;724816878;Lep's World 3;85154816;USD;0;11341;582;4,5;4.5;1.8.9;4+;Games;37;5;19;1;0,023688486;;;;897,0118562;1,647412558
2617;725097967;Flipp - Weekly Ads, Shopping List, and Coupons;92380160;USD;0;6677;78;4,5;4.5;6.0.3;4+;Shopping;37;4;2;1;0,013958579;;;;688,2980976;1,26409804
2618;725208930;WEAR - Fashion Lookbook;98292736;USD;0;66;3;4;4.5;4.11.0;4+;Shopping;37;5;4;1;0,000164808;;;;61,19978646;0,112396838
2619;725222008;Police Lights 3 - Fire Truck, Police and Paramedic Sirens;37777408;USD;0,99;12;4;2,5;4;1.1.4;4+;Entertainment;38;5;5;1;5,20917E-05;;;;25,20147289;0,046283918
